"host","num_identified_by_protocol","protocol","total_for_host"
"wiki.itap.purdue.edu",1,"""OpenSearch""",1
"wiki.ittc.ku.edu",1,"""OpenSearch""",1
"wiki.knoesis.org",1,"""OpenSearch""",1
"wiki.library.jhu.edu",1,"""OpenSearch""",1
"wiki.library.ucsf.edu",1,"""OpenSearch""",1
"wikimediafoundation.org",1,"""OpenSearch""",1
"wiki.mediagoblin.org",1,"""OpenSearch""",1
"wiki.metadataregistry.org",1,"""OpenSearch""",1
"wiki.mountaintrip.eu",1,"""OpenSearch""",1
"wiki.mozilla.org",1,"""OpenSearch""",1
"wiki.n4c.eu",1,"""OpenSearch""",1
"wiki.na-mic.org",1,"""OpenSearch""",1
"wiki.okfn.org",1,"""OpenSearch""",1
"wiki.opendataday.org",1,"""OpenSearch""",1
"wiki.opennorth.se",1,"""OpenSearch""",1
"wiki.osgeo.org",1,"""OpenSearch""",1
"wiki.osmfoundation.org",1,"""OpenSearch""",1
"wiki.pan-data.eu",1,"""OpenSearch""",1
"wiki.planet-data.eu",1,"""OpenSearch""",1
"wikiprogress.org",1,"""OpenSearch""",1
"wiki.projectmeshnet.org",1,"""OpenSearch""",1
"wiki.reactome.org",1,"""OpenSearch""",1
"wiki.reformrivers.eu",1,"""OpenSearch""",1
"wiki.research.data.ac.uk",1,"""OpenSearch""",1
"wiki.responsibledata.io",1,"""OpenSearch""",1
"wikis.ala.org",1,"""OpenSearch""",1
"wikis.bris.ac.uk",1,"""OpenSearch""",1
"wikisearch.dandelion.eu",1,"""OpenSearch""",1
"wikis.evergreen.edu",1,"""OpenSearch""",1
"wikis.olin.edu",1,"""OpenSearch""",1
"wikisource.org",1,"""OpenSearch""",1
"wiki.stat.ucla.edu",1,"""OpenSearch""",1
"wiki.symbolicdata.org",1,"""OpenSearch""",1
"wikis.zum.de",1,"""OpenSearch""",1
"wikitech.wikimedia.org",1,"""OpenSearch""",1
"wiki.thebiogrid.org",1,"""OpenSearch""",1
"wikitoolbox.epigenesys.eu",1,"""OpenSearch""",1
"wiki.ucar.edu",1,"""OpenSearch""",3
"wiki.ucop.edu",1,"""OpenSearch""",1
"wiki.umbc.edu",1,"""OpenSearch""",1
"wiki.umiacs.umd.edu",2,"""OpenSearch""",2
"wiki.wxwidgets.org",1,"""OpenSearch""",1
"wiki.xnat.org",1,"""OpenSearch""",1
"wildfire.cr.usgs.gov",6,"""OGC""",28
"wildfire.usgs.gov",1,"""FGDC""",1
"wis.wmo.int",23,"""ISO""",26
"wiwa.nila.edu",1,"""OpenSearch""",1
"wli.rutgers.edu",1,"""OpenSearch""",1
"wms.alaskamapped.org",1,"""OGC""",1
"wmsbf.org",1,"""OpenSearch""",1
"wms.geo.admin.ch",1,"""OGC""",1
"wms.proto.gina.alaska.edu",1,"""OGC""",1
"womens-studies.rutgers.edu",1,"""OpenSearch""",1
"woodshole.er.usgs.gov",520,"""FGDC""",524
"wordpress.com",1,"""OpenSearch""",1
"workspace.nottingham.ac.uk",2,"""OpenSearch""",83
"worldcat.org",1,"""OpenSearch""",2
"wrecks.nauticalcharts.noaa.gov",5,"""OGC""",163
"writingonpubliceducation.wordpress.com",1,"""OpenSearch""",1
"writingwar.com",1,"""OpenSearch""",1
"ws02.iula.upf.edu",1,"""OAI-PMH""",7
"wsm.wsu.edu",1,"""OpenSearch""",1
"wsn.cse.wustl.edu",1,"""OpenSearch""",1
"wsnet.colostate.edu",3,"""OpenSearch""",3
"wtda.alc.org",1,"""OpenSearch""",1
"www1.ncdc.noaa.gov",1,"""ISO""",6
"www1.unece.org",1,"""OpenSearch""",1
"www1.unl.edu",1,"""OpenSearch""",1
"www1.usgs.gov",2,"""OpenSearch""",613
"www1.usgs.gov",2,"""ISO""",613
"www1.usgs.gov",2,"""FGDC""",613
"www2.aag.org",1,"""OpenSearch""",1
"www2.census.gov",2,"""FGDC""",2
"www2.datashed.org",2,"""OpenSearch""",3
"www2.geog.ucl.ac.uk",2,"""FGDC""",2
"www2.guildford.gov.uk",1,"""OGC""",1
"www2.math.binghamton.edu",2,"""OpenSearch""",2
"www2.southeastern.edu",1,"""OpenSearch""",6
"www.aacap.org",1,"""OpenSearch""",1
"www.aamft.org",1,"""OpenSearch""",1
"www.aa.ufl.edu",1,"""OpenSearch""",1
"www.aber.ac.uk",2,"""OpenSearch""",3
"www.aca.org",1,"""OpenSearch""",1
"www.ace-eco.org",3,"""OAI-PMH""",11
"www.acp.edu.au",1,"""OpenSearch""",1
"www.acpe.edu",3,"""OpenSearch""",3
"www.adc.ucla.edu",1,"""OpenSearch""",1
"www.add.scar.org",1,"""ISO""",1
"www.admiralty.co.uk",28,"""ISO""",28
"www.aeic.alaska.edu",96,"""FGDC""",269
"www.africananaphora.rutgers.edu",1,"""OpenSearch""",1
"www.africanremotesensing.org",1,"""OpenSearch""",1
"www.afrobarometer.org",2,"""OpenSearch""",2
"www.afrotc.ufl.edu",1,"""OpenSearch""",1
"www.aggressotype.eu",1,"""OpenSearch""",1
"www.agile-online.org",3,"""OpenSearch""",3
"www.agleventisfoundation.org",1,"""OpenSearch""",1
"www.ag.ndsu.edu",1,"""OpenSearch""",198
"www.agnic.org",1,"""OpenSearch""",1
"www.agr.gc.ca",11,"""OGC""",16
"www.ahc.caf.wvu.edu",1,"""OpenSearch""",1
"www.aho.afro.who.int",1,"""OpenSearch""",1
"www.aiea.ualr.edu",1,"""OpenSearch""",1
"www.aifb.kit.edu",1,"""OpenSearch""",1166
"www.alvs.colostate.edu",1,"""OpenSearch""",1
"www.amergeog.org",1,"""OpenSearch""",1
"www.americansamoa.gov",1,"""OpenSearch""",1
"www.amesall.rutgers.edu",2,"""OpenSearch""",2
"www.aml-cfwb.be",1,"""OAI-PMH""",3
"www.ancon.org",1,"""OpenSearch""",1
"www.antwiki.org",1,"""OpenSearch""",1
"www.aoncadis.org",31,"""ISO""",64
"www.argia.eus",1,"""OpenSearch""",1
"www.arkive.org",1,"""OpenSearch""",1
"www.arttic.eu",1,"""OpenSearch""",1
"www.asap.colostate.edu",1,"""OpenSearch""",1
"www.asbar.org",1,"""OpenSearch""",1
"www.asgso.pitt.edu",1,"""OpenSearch""",1
"www.asprsfoundation.org",13,"""OpenSearch""",13
"www.astro.princeton.edu",1,"""OpenSearch""",4
"www.atcouncil.org",1,"""OpenSearch""",1
"www.aualum.org",1,"""OpenSearch""",1
"www.azierta.eu",1,"""OpenSearch""",1
"www.baacc.colostate.edu",1,"""OpenSearch""",1
"www.bahainyc.org",1,"""OpenSearch""",3
"www.bakervictoryservices.org",1,"""OpenSearch""",1
"www.bath.ac.uk",1,"""OpenSearch""",1
"www.bco-dmo.org",1,"""ISO""",30
"www-bcs.mit.edu",1,"""OpenSearch""",1
"www.beacons-npa.gov.uk",2,"""ISO""",2
"www.beatson.gla.ac.uk",9,"""OpenSearch""",9
"www.biocatalogue.org",2,"""OpenSearch""",480
"www.biodiversitycatalogue.org",1,"""OpenSearch""",9
"www.biologybrowser.org",1,"""OpenSearch""",1
"www.bioontology.org",1,"""OpenSearch""",1
"www.biopax.org",1,"""OpenSearch""",1
"www.bis.doc.gov",1,"""OpenSearch""",1
"www.bme.ncsu.edu",18,"""OpenSearch""",18
"www.bme.unc.edu",28,"""OpenSearch""",28
"www.bme.utexas.edu",1,"""OpenSearch""",1
"www.bnc.ox.ac.uk",2,"""OpenSearch""",2
"www.bnrc.berkeley.edu",11,"""OpenSearch""",11
"www.boonshoftmuseum.org",1,"""OpenSearch""",1
"www.braidedriver.org",1,"""OpenSearch""",1
"www.britishmuseum.org",2,"""OpenSearch""",2
"www.brockport.edu",1,"""OpenSearch""",1
"www.bsa.ac.uk",1,"""OpenSearch""",1
"www.bsinfo.eu",1,"""OpenSearch""",1
"www.cac.cornell.edu",1,"""OpenSearch""",1
"www.cass.ucsd.edu",1,"""OpenSearch""",1
"www.catalog.calpoly.edu",1,"""OpenSearch""",1
"www.catalog.drexel.edu",1,"""OpenSearch""",1
"www.catalog.msstate.edu",1,"""OpenSearch""",1
"www.catholic.org",1,"""OpenSearch""",1
"www.catmondoux.org",1,"""OpenSearch""",1
"www.ccni.gla.ac.uk",1,"""OpenSearch""",1
"www.ceemar.org",1,"""OpenSearch""",1
"www.ceneo.pl",1,"""OpenSearch""",1
"www.ceos.org",49,"""OpenSearch""",49
"www.cercll.arizona.edu",1,"""OpenSearch""",1
"www.challenges.fr",1,"""OpenSearch""",1
"www.charmouth.org",1,"""OpenSearch""",1
"www.charts.noaa.gov",430,"""ISO""",430
"www.chdbdata.org",1,"""OpenSearch""",1
"www.chem.uci.edu",2,"""OpenSearch""",2
"www.cirrie.buffalo.edu",1,"""OpenSearch""",1
"www.ciru.rutgers.edu",1,"""OpenSearch""",1
"www.cisn.org",15,"""FGDC""",30
"www.cis.usouthal.edu",1,"""OpenSearch""",4
"www.civisproject.eu",1,"""OpenSearch""",1
"www.clg.ox.ac.uk",1,"""OpenSearch""",1
"www.cmi.edu",3,"""OpenSearch""",3
"www.coastaltraining-wa.org",1,"""OpenSearch""",1
"www.coast.noaa.gov",185,"""OGC""",434
"www.cob.org",92,"""FGDC""",92
"www.coenet.us",1,"""OpenSearch""",1
"www.collegian.psu.edu",1,"""OpenSearch""",1
"www.communitycolleges.wy.edu",2,"""OpenSearch""",2
"www.concerto.eu",1,"""OpenSearch""",1
"www.concertoplus.eu",1,"""OpenSearch""",1
"www.cone.umd.edu",3,"""OpenSearch""",3
"www.conflictresolution.colostate.edu",1,"""OpenSearch""",1
"www.connect.gseis.ucla.edu",1,"""OpenSearch""",1
"www.coolroofs-eu.eu",1,"""OpenSearch""",1
"www.cordis.europa.eu",1,"""OpenSearch""",275
"www.coreboot.org",1,"""OpenSearch""",1
"www.coris.noaa.gov",1,"""OpenSearch""",1544
"www.coris.noaa.gov",263,"""ISO""",1544
"www.coris.noaa.gov",425,"""FGDC""",1544
"www.cormp.org",2,"""FGDC""",3
"www.cosw.sc.edu",2,"""OpenSearch""",2
"www.cpvo.europa.eu",4,"""OpenSearch""",4
"www.cra.org",1,"""OpenSearch""",1
"www.creea.eu",1,"""OpenSearch""",1
"www.crest.iu.edu",2,"""OpenSearch""",3
"www.crossref.org",1,"""OAI-PMH""",8
"www.csc.noaa.gov",6,"""OGC""",49
"www.csc.noaa.gov",5,"""FGDC""",49
"www.cs.colostate.edu",2,"""OpenSearch""",6
"www.csee.umbc.edu",1,"""OpenSearch""",7
"www.cse.lehigh.edu",1,"""OpenSearch""",6
"www.cs.ox.ac.uk",2,"""OpenSearch""",4
"www.cs.purdue.edu",3,"""OpenSearch""",30
"www.cs.rochester.edu",1,"""OpenSearch""",8
"www.cs.toronto.edu",1,"""OpenSearch""",25
"www.cs.uri.edu",1,"""OpenSearch""",1
"www.cs.utexas.edu",1,"""OpenSearch""",23
"www.ctan.org",1,"""OpenSearch""",2
"www.cteco.uconn.edu",65,"""FGDC""",65
"www.cultaproject.eu",1,"""OpenSearch""",1
"www.cvm.msstate.edu",1,"""OpenSearch""",1
"www.cwgl.rutgers.edu",1,"""OpenSearch""",1
"www.czin.eu",1,"""OpenSearch""",1
"www.dam.brown.edu",1,"""OpenSearch""",1
"www.dance.illinois.edu",1,"""OpenSearch""",1
"www.data.act.gov.au",1,"""OpenSearch""",1
"www.data.gouv.fr",2,"""ISO""",128
"www.datalocale.fr",1,"""ISO""",7
"www.datanorthyorkshire.org",1,"""ISO""",41
"www.dataunitwales.gov.uk",1,"""OpenSearch""",1
"www.dati.lombardia.it",1,"""OpenSearch""",1
"www.dceservices.org",4,"""OpenSearch""",4
"www.dce.ufl.edu",1,"""OpenSearch""",1
"www.debian.org",24,"""OpenSearch""",26
"www.demeaumed.eu",1,"""OpenSearch""",1
"www.democracynow.org",1,"""OpenSearch""",1
"www.deq.state.va.us",1,"""ISO""",1
"www.dgif.virginia.gov",10,"""FGDC""",10
"www.dickinson.edu",1,"""OpenSearch""",1
"www.distance.ufl.edu",1,"""OpenSearch""",1
"www.dlese.org",3,"""OAI-PMH""",59
"www.dlib.org",3,"""OAI-PMH""",78
"www.dorii.eu",1,"""OpenSearch""",1
"www.drihm.eu",1,"""OpenSearch""",1
"www.eagle-network.eu",1,"""OpenSearch""",1
"www.earth-prints.org",1,"""OpenSearch""",1
"www.earthsystemgrid.org",93,"""ISO""",273
"www.ecca2015.eu",1,"""OpenSearch""",1
"www.ecco-ibd.eu",2,"""OpenSearch""",2
"www.ece.cmu.edu",6,"""OpenSearch""",9
"www.ece.ucsb.edu",2,"""OpenSearch""",36
"www.economics.ox.ac.uk",94,"""OpenSearch""",94
"www.econstor.eu",2,"""OAI-PMH""",5
"www.edc.uri.edu",15,"""FGDC""",15
"www.eea.europa.eu",20,"""ISO""",714
"www.eeb.uconn.edu",1,"""OpenSearch""",1
"www.eecs.utk.edu",1,"""OpenSearch""",1
"www.ee.princeton.edu",1,"""OpenSearch""",1
"www.eesc.europa.eu",4,"""OpenSearch""",4
"www.efmd.org",18,"""OpenSearch""",18
"www.eg.org",1,"""OpenSearch""",1
"www.ehib.org",1,"""FGDC""",17
"www.eiu.edu",1,"""OpenSearch""",1
"www.electrospinning-cost.eu",1,"""OpenSearch""",1
"www.elsalvador.org",5,"""OpenSearch""",5
"www.embrc.eu",1,"""OpenSearch""",1
"www.emisa.org",1,"""OpenSearch""",1
"www.emodnet-geology.eu",1,"""OpenSearch""",1
"www.emsa.europa.eu",11,"""OpenSearch""",11
"www.emtrain.eu",1,"""OpenSearch""",1
"www.energy.ca.gov",1,"""OpenSearch""",1
"www.enlightenment.org",1,"""OpenSearch""",1
"www.ensembl.org",1,"""OpenSearch""",1
"www.envirobase.usgs.gov",25,"""FGDC""",25
"www.eol.org",1,"""OpenSearch""",1
"www.epa.gov",1,"""ISO""",45
"www.epa.gov",31,"""FGDC""",45
"www.era.lib.ed.ac.uk",1,"""OpenSearch""",2
"www.esa-ozone-cci.org",1,"""OpenSearch""",1
"www.escholar.manchester.ac.uk",2,"""OpenSearch""",2
"www.espas-fp7.eu",1,"""OpenSearch""",1
"www.esrl.noaa.gov",37,"""UNIDATA""",4452
"www.esrl.noaa.gov",1,"""OpenSearch""",4452
"www.esrl.noaa.gov",18,"""OGC""",4452
"www.esrp.org",7,"""FGDC""",7
"www.eucross.eu",3,"""OpenSearch""",3
"www.eurocontrol.int",3,"""OpenSearch""",5
"www.europeanpollendatabase.net",1,"""OpenSearch""",1
"www.eusaat-congress.eu",1,"""OpenSearch""",1
"www.euskadi.eus",289,"""ISO""",1026
"www.ewb.neu.edu",1,"""OpenSearch""",1
"www.express.co.uk",1,"""OpenSearch""",1
"www.facilities.udel.edu",1,"""OpenSearch""",1
"www.fapac.org",1,"""OpenSearch""",1
"www.fbg.ub.edu",3,"""OpenSearch""",3
"www.feha.org",1,"""OpenSearch""",1
"www.fertilizer.org",1,"""OpenSearch""",1
"www.fgdl.org",171,"""FGDC""",173
"www.fiea.ucf.edu",1,"""OpenSearch""",1
"www.file-extensions.org",1,"""OpenSearch""",1
"www.findingaugustine.org",1,"""OpenSearch""",1
"www.fio.usf.edu",1,"""OpenSearch""",1
"www.flickr.com",1,"""OpenSearch""",2
"www.fnai.org",10,"""FGDC""",10
"www.foodtech-portal.eu",1,"""OpenSearch""",1
"www.fordfoundation.org",1,"""OpenSearch""",1
"www.forschungsdaten.org",1,"""OpenSearch""",1
"www.forthvalley.ac.uk",1,"""OpenSearch""",1
"www.fraud.org",1,"""OpenSearch""",1
"www.freedomsphilosopher.ufm.edu",1,"""OpenSearch""",1
"www.french.ucla.edu",4,"""OpenSearch""",4
"www.futureworlds.eu",1,"""OpenSearch""",1
"www.fws.gov",10,"""FGDC""",11
"www.ga.gov.au",1,"""ISO""",103
"www.gahetna.nl",1,"""OpenSearch""",1
"www.galapro.eu",1,"""OpenSearch""",1
"www.gefcrew.org",1,"""OpenSearch""",1
"www.geftwap.org",1,"""OpenSearch""",1
"www.gemfellowship.org",13,"""OpenSearch""",14
"www.genesys-pgr.org",1,"""OpenSearch""",1
"www.genoseq.ucla.edu",1,"""OpenSearch""",1
"www.geochron.org",3,"""OGC""",2
"www.geocommunicator.gov",5,"""OGC""",19
"www.geomuseu.upc.edu",2,"""OpenSearch""",2
"www.geonames.org",2,"""OpenSearch""",2
"www.geonorge.no",1,"""OpenSearch""",1
"www.geoportal.rlp.de",4,"""ISO""",10
"www.georgiascienceteacher.org",1,"""OpenSearch""",1
"www.geotraces.org",54,"""OpenSearch""",54
"www.geoviqua.org",2,"""ISO""",2
"www.getluckytc.org",2,"""OpenSearch""",2
"www.gifsproject.eu",1,"""OpenSearch""",1
"www.girlstart.org",2,"""OpenSearch""",2
"www.gis.northlincs.gov.uk",2,"""OGC""",1
"www.glbtrc.colostate.edu",1,"""OpenSearch""",1
"www.globalvillage.lc.colostate.edu",1,"""OpenSearch""",1
"www.gnupdf.org",1,"""OpenSearch""",1
"www.gnutelephony.org",1,"""OpenSearch""",1
"www.gogeo.ac.uk",1,"""ISO""",1
"www.golem.eu",1,"""OpenSearch""",1
"www.gov.uk",1,"""OpenSearch""",3
"www.granit.sr.unh.edu",64,"""FGDC""",74
"www.greenfestivals.org",8,"""OpenSearch""",8
"www.greenlights.org",1,"""OpenSearch""",1
"www.groom-fp7.eu",1,"""OpenSearch""",1
"www.gunstonhall.org",1,"""OpenSearch""",1
"www.gwascentral.org",2,"""OpenSearch""",2
"www.gwu.edu",1,"""OpenSearch""",30
"www.harteresearchinstitute.org",1,"""OpenSearch""",1
"www.harwin-fp7.eu",1,"""OpenSearch""",1
"www.hauniv.edu",1,"""OpenSearch""",1
"www.hawaii.edu",1,"""OpenSearch""",50
"www.hayek.ufm.edu",1,"""OpenSearch""",1
"www.hds.utc.fr",1,"""OpenSearch""",1
"www.helcats-fp7.eu",1,"""OpenSearch""",1
"www.hes.lc.colostate.edu",1,"""OpenSearch""",1
"www.holyfamily.edu",1,"""OpenSearch""",1
"www.honors.colostate.edu",1,"""OpenSearch""",1
"www.hospitalsdatabase.lshtm.ac.uk",1,"""OpenSearch""",2
"www.housing.colostate.edu",1,"""OpenSearch""",1
"www.hp.casa.colostate.edu",1,"""OpenSearch""",1
"www.hshps.org",1,"""OpenSearch""",1
"www.huntsearch.gla.ac.uk",1,"""OpenSearch""",1
"www.huri.harvard.edu",1,"""OpenSearch""",1
"www.iacet.org",2,"""OpenSearch""",2
"www.iagc.org",1,"""OpenSearch""",1
"www.iassistdata.info",1,"""OpenSearch""",1
"www.ibe.org",1,"""OpenSearch""",1
"www.ic3.gov",1,"""OpenSearch""",1
"www.icesi.edu.co",6,"""OAI-PMH""",19
"www.ic.sunysb.edu",2,"""OpenSearch""",4
"www.icts.uiowa.edu",1,"""OpenSearch""",10
"www.idaholidar.org",45,"""FGDC""",47
"www.ideals.illinois.edu",1,"""OpenSearch""",276
"www.ideals.uiuc.edu",1,"""OAI-PMH""",1
"www.idigbio.org",1,"""OpenSearch""",2
"www.idsociety.org",1,"""OpenSearch""",1
"www.idtheftcenter.org",15,"""OpenSearch""",15
"www.idwr.idaho.gov",707,"""FGDC""",770
"www.ieaghg.org",1,"""OpenSearch""",1
"www.iea.ualr.edu",1,"""OpenSearch""",1
"www.iesc.org",1,"""OpenSearch""",3
"www.ifalpa.org",1,"""OpenSearch""",1
"www.igdtp.eu",1,"""OpenSearch""",1
"www.ihasa.org",1,"""OpenSearch""",1
"www.iho.int",1,"""OpenSearch""",1
"www.iktimed.eu",2,"""OpenSearch""",2
"www.ill.eu",6,"""OpenSearch""",6
"www.imago.org",1,"""OpenSearch""",1
"www.indiana.edu",1,"""OpenSearch""",46
"www.infonet-ae.eu",1,"""OpenSearch""",1
"www.informatics-europe.org",1,"""OpenSearch""",1
"www.infotripla.fi",1,"""OpenSearch""",1
"www.infovis-wiki.net",1,"""OpenSearch""",1
"www.innovate-community.oired.vt.edu",1,"""OpenSearch""",1
"www.insideidaho.org",24,"""FGDC""",27
"www.intcent.org",1,"""OpenSearch""",1
"www.interedition.eu",1,"""OpenSearch""",1
"www.intergraf.eu",4,"""OpenSearch""",4
"www.interpeace.org",7,"""OpenSearch""",7
"www.iodbc.org",1,"""OpenSearch""",1
"www.irc.lc.colostate.edu",1,"""OpenSearch""",1
"www.irresistible-project.eu",2,"""OpenSearch""",2
"www.iscb.org",5,"""OpenSearch""",5
"www.isgs.illinois.edu",92,"""FGDC""",105
"www.isgs.uiuc.edu",91,"""FGDC""",104
"www.isr.reading.ac.uk",1,"""OpenSearch""",1
"www.iss.sc.edu",1,"""OpenSearch""",1
"www.iss.vt.edu",4,"""OpenSearch""",4
"www.itcs.umich.edu",1,"""OpenSearch""",1
"www.its.umich.edu",1,"""OpenSearch""",1
"www.jobfinder.dk",1,"""OpenSearch""",1
"www.joomla.org",1,"""OpenSearch""",1
"www.keyccs.lc.colostate.edu",1,"""OpenSearch""",1
"www.keycommunities.lc.colostate.edu",1,"""OpenSearch""",1
"www.key.lc.colostate.edu",1,"""OpenSearch""",1
"www.khronos.org",1,"""OpenSearch""",1
"www.landscape.blm.gov",1203,"""FGDC""",1433
"www.language-archives.org",1,"""OAI-PMH""",6
"www.larramendi.es",1,"""OAI-PMH""",1
"www.lautreagence.eu",11,"""OpenSearch""",11
"www.law.illinois.edu",2,"""OpenSearch""",11
"www.lc.colostate.edu",1,"""OpenSearch""",1
"www.lco.edu",1,"""OpenSearch""",1
"www.learnlab.org",1,"""OpenSearch""",1
"www.lehendakaritza.ejgv.euskadi.eus",36,"""ISO""",102
"www.lfd.uci.edu",1,"""OpenSearch""",1
"www.lhup.edu",1,"""OpenSearch""",2
"www.lib.unc.edu",1,"""OAI-PMH""",2
"www.lib.utexas.edu",3,"""OpenSearch""",249
"www.lidata.eu",23,"""OAI-PMH""",44
"www.lightstalkers.org",1,"""OpenSearch""",1
"www.linked-data-cubes.org",1,"""OpenSearch""",1
"www.lipscomb.edu",1,"""OpenSearch""",1
"www.littlehoop.edu",1,"""OpenSearch""",1
"www.livegreen.lc.colostate.edu",1,"""OpenSearch""",1
"www.localharvest.org",1,"""OpenSearch""",1
"www.lofar.org",1,"""OpenSearch""",1
"www.lophelia.org",1,"""OpenSearch""",1
"www.lorainccc.edu",1,"""OpenSearch""",1
"www.loyola.edu",1,"""OpenSearch""",4
"www.madata.gr",1,"""OpenSearch""",1
"www.magip.org",1,"""OpenSearch""",1
"www.manchester.ac.uk",2,"""OpenSearch""",2
"www.mapasdelapalma.es",1,"""OGC""",4
"www.marinebiotech.eu",1,"""OpenSearch""",1
"www.marine-geo.org",1,"""OpenSearch""",31
"www.marine-geo.org",4,"""OGC""",31
"www.marine-geo.org",5,"""ISO""",31
"www.marinespecies.org",1,"""OpenSearch""",2
"www.maris.state.ms.us",17,"""OGC""",49
"www.marketingfacts.nl",1,"""OpenSearch""",1
"www.math.tamu.edu",1,"""OpenSearch""",73
"www.math.wisc.edu",1,"""OpenSearch""",23
"www.mbari.org",2,"""FGDC""",9
"www.mci.edu",3,"""OpenSearch""",3
"www.mc.vanderbilt.edu",1,"""OpenSearch""",26
"www.medfordmaps.org",1,"""OpenSearch""",1
"www.mermaidproject.eu",1,"""OpenSearch""",1
"www.messiah.edu",1,"""OpenSearch""",1
"www.metaforclimate.eu",1,"""OpenSearch""",4
"www.metrochicagodata.org",1,"""OpenSearch""",1
"www.metrotransit.org",2,"""OpenSearch""",2
"www.millennium.berkeley.edu",1,"""OpenSearch""",1
"www.minnesota.edu",2,"""OpenSearch""",2
"www.minnesotaee.org",1,"""OpenSearch""",1
"www.miworksmo.org",1,"""OpenSearch""",1
"www.montefiore.ulg.ac.be",1,"""OpenSearch""",1
"www.moravianseminary.edu",1,"""OpenSearch""",1
"www.morris.edu",1,"""OpenSearch""",1
"www.mountaincampus.colostate.edu",1,"""OpenSearch""",1
"www.mountaintrip.eu",1,"""OpenSearch""",1
"www.mra.org",1,"""OpenSearch""",1
"www.ms-sc.org",1,"""OpenSearch""",1
"www.msst.org",3,"""OpenSearch""",3
"www.mundus.ac.uk",1,"""OAI-PMH""",1
"www.muny.org",3,"""OpenSearch""",3
"www.mwatelescope.org",2,"""OpenSearch""",2
"www.mycsu.colostate.edu",1,"""OpenSearch""",3
"www.nabe.org",1,"""OpenSearch""",1
"www.nacc.colostate.edu",1,"""OpenSearch""",1
"www.nacme.org",20,"""OpenSearch""",20
"www.nafws.org",1,"""OpenSearch""",1
"www.nalrc.indiana.edu",4,"""OpenSearch""",4
"www.nama-database.org",1,"""OpenSearch""",1
"www.na-mic.org",1,"""OpenSearch""",1
"www.nanovalid.eu",1,"""OpenSearch""",1
"www.nationalatlas.gov",1,"""FGDC""",1
"www.nationalpostdoc.org",11,"""OpenSearch""",11
"www.nauticalcharts.noaa.gov",1,"""ISO""",28
"www.nauticalcharts.noaa.gov",1,"""FGDC""",28
"www.ncas.ac.uk",1,"""OpenSearch""",1
"www.ncddc.noaa.gov",107,"""OGC""",999
"www.ncddc.noaa.gov",315,"""ISO""",999
"www.ncddc.noaa.gov",57,"""FGDC""",999
"www.ncwhs.org",2,"""OpenSearch""",2
"www.neracoos.org",2,"""OGC""",1
"www.nerpdecisions.edu.au",1,"""OpenSearch""",1
"www.neuinfo.org",1,"""OpenSearch""",1
"www.neurobio.ucla.edu",1,"""OpenSearch""",1
"www.newbee-wiki.eu",1,"""OpenSearch""",1
"www.ngdc.noaa.gov",2,"""OpenSearch""",1114
"www.ngdc.noaa.gov",992,"""ISO""",1114
"www.ngdc.noaa.gov",4,"""FGDC""",1114
"www.ngu.no",6,"""ISO""",6
"www.nhc.noaa.gov",14,"""FGDC""",37
"www.nhcpara.noaa.gov",14,"""FGDC""",14
"www.nhm.ac.uk",1,"""OpenSearch""",1
"www.nilebasin.org",10,"""OpenSearch""",10
"www.nitrc.org",2,"""OpenSearch""",2
"www.njheps.org",1,"""OpenSearch""",1
"www.nmfs.noaa.gov",12,"""FGDC""",16
"www.nodc.noaa.gov",1,"""OpenSearch""",4833
"www.nodc.noaa.gov",38,"""FGDC""",4833
"www.nrdc.org",2,"""OpenSearch""",2
"www.nrel.gov",19,"""FGDC""",44
"www.nycollege.edu",8,"""OpenSearch""",8
"www.oas.casa.colostate.edu",1,"""OpenSearch""",1
"www.oceandatastandards.org",2,"""OpenSearch""",2
"www.oceandocs.org",1,"""OpenSearch""",1
"www.oceanteacher.org",1,"""OpenSearch""",1
"www.ocec.eu",1,"""OpenSearch""",1
"www.ocl.colostate.edu",1,"""OpenSearch""",1
"www.odincarsa.org",10,"""OpenSearch""",10
"www.oeo.colostate.edu",1,"""OpenSearch""",1
"www.officearchitect.virginia.edu",1,"""OpenSearch""",1
"www.ogf.org",1,"""OpenSearch""",1
"www.ombuds.ufl.edu",1,"""OpenSearch""",1
"www.onegeology.org",1,"""OGC""",1
"www.onepetro.org",1,"""OpenSearch""",1
"www.openaccessrepository.it",16,"""OAI-PMH""",21
"www.openarchives.org",1,"""OAI-PMH""",14
"www.open-bio.org",1,"""OpenSearch""",1
"www.opencompute.org",1,"""OpenSearch""",1
"www.opendap.org",1,"""UNIDATA""",2
"www.opendata.go.ke",1,"""OpenSearch""",40
"www.openedition.org",1,"""OpenSearch""",1
"www.openeindhoven.nl",1,"""OpenSearch""",1
"www.openflowhub.org",1,"""OpenSearch""",1
"www.openrisk.eu",1,"""OpenSearch""",1
"www.opensha.org",1,"""OpenSearch""",1
"www.openstreetmap.org",4,"""OpenSearch""",4
"www.opentoxipedia.org",1,"""OpenSearch""",1
"www.openwetware.org",1,"""OpenSearch""",1
"www.oregongeology.org",9,"""OGC""",47
"www.oregon.gov",4,"""FGDC""",4
"www.organicdatascience.org",4,"""OpenSearch""",4
"www.orientation.colostate.edu",1,"""OpenSearch""",1
"www.ors.hawaii.edu",4,"""OpenSearch""",4
