"tag","match_type","num"
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/name/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/protocol/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/voice/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/organisationName/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode/@codeSpace","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/date/Date","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/dateType/CI_DateTypeCode/@codeSpace","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/title/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor","text",42
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor","doi",6
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@actuate","text",89
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/Anchor/@title","text",172
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",44
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","doi",22
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/identifier/MD_Identifier/code/CharacterString","uuid",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/otherCitationDetails/CharacterString","doi",13
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/series/CI_Series/issueIdentification/CharacterString","doi",4
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/title/CharacterString","doi",2
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/aggregateDataSetName/CI_Citation/title/CharacterString","urn",1
"MI_Metadata/identificationInfo/MD_DataIdentification/aggregationInfo/MD_AggregateInformation/@uuid","uuid",66
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","md5",150
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","urn",19
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","doi",12
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","uuid",3
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",125
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/citedResponsibleParty/@href","uuid",1072
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/date/CI_Date/date/DateTime","urn",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/administrativeArea/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/city/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/country/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/deliveryPoint/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/electronicMailAddress/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/address/CI_Address/postalCode/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/contactInstructions/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/description/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/function/CI_OnLineFunctionCode","text",46
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/name/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/facsimile/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/phone/CI_Telephone/voice/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/organisationName/CharacterString","text",59
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode","text",117
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/role/CI_RoleCode/@codeSpace","text",68
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/date/CI_Date/date/Date","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/otherCitationDetails/CharacterString","doi",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/otherCitationDetails/CharacterString","text",2
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/authority/CI_Citation/title/CharacterString","text",2410
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor","text",1052
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor","doi",15
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@actuate","text",1204
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","doi",174
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@href","text",68
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/Anchor/@title","text",1211
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",3300
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","doi",5
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/identifier/MD_Identifier/code/CharacterString","uuid",1
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/otherCitationDetails/CharacterString","doi",4
"MI_Metadata/identificationInfo/MD_DataIdentification/citation/CI_Citation/otherCitationDetails/CharacterString","cooluri",1
"MI_Metadata/identificationInfo/MD_DataIdentification/credit/CharacterString","doi",24
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/keyword/CharacterString","urn",7
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/@uuid","uuid",2200
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",2524
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",2167
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/@href","md5",10
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/@href","uuid",10
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/identifier/MD_Identifier/code/CharacterString","text",1
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","uuid",4872
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","md5",2296
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@href","uuid",21
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@href","md5",14
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/@uuidref","uuid",35
"MI_Metadata/identificationInfo/MD_DataIdentification/descriptiveKeywords/MD_Keywords/@uuid","uuid",721
"MI_Metadata/identificationInfo/MD_DataIdentification/graphicOverview/MD_BrowseGraphic/fileName/CharacterString","cooluri",19
"MI_Metadata/identificationInfo/MD_DataIdentification/graphicOverview/MD_BrowseGraphic/fileName/CharacterString","uuid",12
"MI_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/CI_ResponsibleParty/@uuid","uuid",402
"MI_Metadata/identificationInfo/MD_DataIdentification/pointOfContact/@href","uuid",2371
"MI_Metadata/identificationInfo/MD_DataIdentification/purpose/CharacterString","doi",12
"MI_Metadata/identificationInfo/MD_DataIdentification/purpose/CharacterString","urn",1
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/@href","uuid",282
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/useLimitation/CharacterString","doi",20
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/useLimitation/CharacterString","urn",1
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_Constraints/@uuid","uuid",2434
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/otherConstraints/CharacterString","doi",117
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/otherConstraints/CharacterString","urn",3
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/useLimitation/CharacterString","doi",1
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceConstraints/MD_LegalConstraints/@uuid","uuid",981
"MI_Metadata/identificationInfo/MD_DataIdentification/resourceMaintenance/MD_MaintenanceInformation/maintenanceNote/CharacterString","cooluri",1
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","doi",35
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","urn",6
"MI_Metadata/identificationInfo/MD_DataIdentification/supplementalInformation/CharacterString","cooluri",3
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","md5",174
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","cooluri",39
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","uuid",3
"MI_Metadata/identificationInfo/SV_ServiceIdentification/citation/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/linkage/URL","doi",1
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/@href","uuid",18
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/contactInfo/CI_Contact/onlineResource/CI_OnlineResource/@uuid","uuid",108
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",108
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","md5",108
"MI_Metadata/identificationInfo/SV_ServiceIdentification/descriptiveKeywords/MD_Keywords/thesaurusName/CI_Citation/@uuid","uuid",110
"MI_Metadata/identificationInfo/SV_ServiceIdentification/pointOfContact/CI_ResponsibleParty/@uuid","uuid",110
"MI_Metadata/identificationInfo/SV_ServiceIdentification/pointOfContact/@href","uuid",18
"MI_Metadata/identificationInfo/SV_ServiceIdentification/serviceType/LocalName","urn",4
"MI_Metadata/identificationInfo/SV_ServiceIdentification/@uuid","uuid",172
"MI_Metadata/metadataExtensionInfo/MD_MetadataExtensionInformation/extensionOnLineResource/CI_OnlineResource/@uuid","uuid",958
"MI_Metadata/metadataExtensionInfo/MD_MetadataExtensionInformation/extensionOnLineResource/@href","uuid",7
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/contactInfo/CI_Contact/hoursOfService/CharacterString","urn",1
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/@uuid","uuid",651
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/CI_ResponsibleParty/@uuid","md5",14
"MI_Metadata/metadataMaintenance/MD_MaintenanceInformation/contact/@href","uuid",2357
"MI_Metadata/parentIdentifier/CharacterString","text",3402
"MI_Metadata/referenceSystemInfo/@href","uuid",491
"MI_Metadata/referenceSystemInfo/MD_ReferenceSystem/referenceSystemIdentifier/RS_Identifier/authority/CI_Citation/citedResponsibleParty/CI_ResponsibleParty/@uuid","uuid",677
"MI_Metadata/referenceSystemInfo/MD_ReferenceSystem/@uuid","uuid",2248
"MI_Metadata/spatialRepresentationInfo/MD_VectorSpatialRepresentation/@uuid","uuid",113
"MI_Metadata/@uuid","uuid",127
"OAI-PMH/GetRecord/record/about/provenance/originDescription/identifier","urn",803
"OAI-PMH/GetRecord/record/about/provenance/originDescription/identifier","uuid",23
"OAI-PMH/GetRecord/record/header/identifier","urn",836
"OAI-PMH/GetRecord/record/header/identifier","doi",1
"OAI-PMH/GetRecord/record/header/setSpec","urn",4
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/CollectionInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/CollectionInfo/ISO639/@ComponentId","urn",1
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/Contact/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/License/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/collection/WebReference/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/data/resourceInfo/identificationInfo/identifier","hdl",6
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Access/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Access/Contact/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Annotation/AnnotationToolInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Annotation/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/CreationToolInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Creators/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Creators/Creator/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Creation/Source/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile-DLU/GeneralInfo-DLU/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/GeneralInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexicalResource/Access/CatalogueLink","hdl",8
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexicalResource/Access/CatalogueLink","md5",6
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/Descriptions/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/HeadwordType/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/ModalityInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/SubjectLanguages/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/LexiconContext/SubjectLanguages/SubjectLanguage/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Cooperations/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Cooperations/Cooperation/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Duration/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/Location/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/Project/Institution/Location/Country/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/Language/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/SizePerLanguage/Language/ISO639/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/SizeInfo/TotalSize/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/TextTechnical/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LexicalResourceProfile/TextTechnical/MimeTypes/@ComponentId","urn",2
"OAI-PMH/GetRecord/record/metadata/CMD/Components/LINDAT_CLARIN/bibliographicInfo/identifiers/identifier","hdl",16
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdProfile","urn",99
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdSelfLink","hdl",67
"OAI-PMH/GetRecord/record/metadata/CMD/Header/MdSelfLink","md5",23
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/IsPartOfList/IsPartOf","hdl",2
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/ResourceProxyList/ResourceProxy/ResourceRef","hdl",400
"OAI-PMH/GetRecord/record/metadata/CMD/Resources/ResourceProxyList/ResourceProxy/ResourceRef","md5",42
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/var/catgry/labl","cooluri",1
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/varGrp/@ID","text",58
"OAI-PMH/GetRecord/record/metadata/codeBook/dataDscr/var/@ID","text",1162
"OAI-PMH/GetRecord/record/metadata/codeBook/fileDscr/fileTxt/fileName/@ID","text",34
"OAI-PMH/GetRecord/record/metadata/codeBook/@ID","text",34
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/citation/distStmt/contact/@URI","text",22
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/citation/holdings/@URI","text",1
"OAI-PMH/GetRecord/record/metadata/codeBook/stdyDscr/dataAccs/useStmt/contact/@URI","text",5
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/citation_list/citation/doi","doi",44
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/doi_data/resource","doi",2
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_article/publisher_item/identifier/@id_type","text",2
"OAI-PMH/GetRecord/record/metadata/crossref/journal/journal_issue/doi_data/doi","doi",2
"OAI-PMH/GetRecord/record/metadata/dc/description","urn",1
"OAI-PMH/GetRecord/record/metadata/dc/identifier","urn",689
"OAI-PMH/GetRecord/record/metadata/dc/identifier","text",409
"OAI-PMH/GetRecord/record/metadata/dc/identifier","hdl",276
"OAI-PMH/GetRecord/record/metadata/dc/identifier","doi",84
"OAI-PMH/GetRecord/record/metadata/dc/isPartOf","urn",288
"OAI-PMH/GetRecord/record/metadata/dc/relation","doi",34
"OAI-PMH/GetRecord/record/metadata/dc/relation","urn",15
"OAI-PMH/GetRecord/record/metadata/dc/rights","doi",3
"OAI-PMH/GetRecord/record/metadata/dc/rights","uuid",2
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Descriptor/Statement/Identifier","doi",1
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Descriptor/Statement/Identifier","urn",1
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/@id","uuid",3
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Item/Component/Descriptor/Statement/Admin/digestValue","md5",1
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Item/Component/@id","uuid",9
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Item/Component/Resource/dc/identifier","hdl",1
"OAI-PMH/GetRecord/record/metadata/DIDL/Container/Item/@id","uuid",6
"OAI-PMH/GetRecord/record/metadata/DIDL/@DIDid","uuid",1
"OAI-PMH/GetRecord/record/metadata/DIDL/Item/Component/@id","uuid",23
"OAI-PMH/GetRecord/record/metadata/DIDL/Item/Descriptor/Statement/dc/identifier","hdl",6
"OAI-PMH/GetRecord/record/metadata/DIDL/Item/Descriptor/Statement/dc/identifier","urn",3
"OAI-PMH/GetRecord/record/metadata/DIDL/Item/Descriptor/Statement/Identifier","urn",6
"OAI-PMH/GetRecord/record/metadata/DIDL/Item/@id","uuid",6
"OAI-PMH/GetRecord/record/metadata/DIF/Data_Set_Citation/Dataset_DOI","doi",61
"OAI-PMH/GetRecord/record/metadata/DIF/Data_Set_Citation/Other_Citation_Details","doi",45
"OAI-PMH/GetRecord/record/metadata/DIF/Entry_ID","text",106
"OAI-PMH/GetRecord/record/metadata/DIF/Reference","doi",54
"OAI-PMH/GetRecord/record/metadata/entry/id","uuid",1
"OAI-PMH/GetRecord/record/metadata/entry/id","urn",1
"OAI-PMH/GetRecord/record/metadata/entry/link/@href","hdl",5
"OAI-PMH/GetRecord/record/metadata/entry/link/@href","urn",1
"OAI-PMH/GetRecord/record/metadata/identifier","hdl",2
"OAI-PMH/GetRecord/record/metadata/item/fileContainer/file/authentication","md5",4
"OAI-PMH/GetRecord/record/metadata/item/fileContainer/file/src","md5",4
"OAI-PMH/GetRecord/record/metadata/item/@uri","urn",1
"OAI-PMH/GetRecord/record/metadata/lido/administrativeMetadata/recordWrap/recordInfoSet/recordInfoID","urn",14
"OAI-PMH/GetRecord/record/metadata/lido/administrativeMetadata/resourceWrap/resourceSet/rightsResource/rightsHolder/legalBodyID","hdl",14
