"id","age","min","num_lineage_tokens","num_lineage_elements","num_quality_tokens","num_quality_elements"
421805,"2011-10-01","""FGDC""",75,5,21,5
421848,"2009-02-01","""FGDC""",,0,61,4
421930,"2007-12-01","""FGDC""",1887,3,167,3
421965,"2009-03-01","""ISO""",,0,80,2
421968,"2015-03-01","""FGDC""",156,3,85,3
422004,"2010-06-01","""FGDC""",6260,16,84,16
422016,"2015-08-01","""FGDC""",4,4,4,4
422022,"2010-04-01","""FGDC""",316,16,620,16
422024,"2015-10-01","""FGDC""",2905,5,158,5
422058,"2006-06-01","""ISO""",,0,,0
422061,"2014-12-01","""FGDC""",935,10,842,10
422074,"2011-04-01","""FGDC""",1887,3,167,3
422089,"2013-11-01","""ISO""",12,1,10,1
422105,"2014-11-01","""FGDC""",38,2,11,2
422115,"2013-06-01","""ISO""",41,1,22,1
422132,"2004-12-01","""FGDC""",1905,3,167,3
422160,"2015-02-01","""ISO""",7,1,,0
422169,"2013-09-01","""FGDC""",972,20,635,20
422196,"2014-07-01","""FGDC""",584,8,92,8
422210,"2013-08-01","""FGDC""",6,3,,0
422227,"1990-12-01","""FGDC""",1887,3,167,3
422244,"2014-07-01","""FGDC""",1716,20,855,20
422258,"2014-03-01","""ISO""",,0,2,2
422294,"2014-08-01","""FGDC""",1887,3,167,3
422327,"2007-08-01","""FGDC""",1590,10,1904,10
422374,"2009-10-01","""FGDC""",610,10,348,10
422378,"2014-10-01","""ISO""",11,1,,0
422382,"2015-08-01","""FGDC""",,0,,0
422385,"2015-09-01","""FGDC""",2352,136,136,136
422387,"2013-01-01","""FGDC""",114,6,340,6
422390,"2015-10-01","""FGDC""",2905,5,158,5
422392,"2013-11-01","""ISO""",12,1,10,1
422419,"2007-08-01","""FGDC""",740,12,417,12
422492,"2011-06-01","""FGDC""",610,10,396,10
422508,"2013-06-01","""FGDC""",221,2,,0
422521,"","""ISO""",412,1,,0
422527,"2014-12-01","""ISO""",,0,20,1
422546,"2014-07-01","""FGDC""",1016,4,480,4
422551,"2014-03-01","""ISO""",,0,2,2
422586,"2010-12-01","""FGDC""",1108,4,280,4
422600,"2013-11-01","""ISO""",41,1,22,1
422622,"","""ISO""",1,1,,0
422629,"2009-02-01","""FGDC""",1856,20,2300,20
422633,"2015-07-01","""FGDC""",265,5,106,5
422663,"2014-08-01","""ISO""",,0,,0
422691,"2015-08-01","""ISO""",17,1,,0
422705,"2011-07-01","""FGDC""",610,10,428,10
422737,"","""ISO""",5,1,,0
422746,"2014-09-01","""ISO""",27,1,,0
422752,"2015-10-01","""FGDC""",2905,5,158,5
422754,"2015-10-01","""FGDC""",2905,5,158,5
422757,"2015-08-01","""FGDC""",48,8,8,8
422763,"2001-05-01","""ISO""",,0,58,2
422781,"2015-05-01","""ISO""",18,1,54,1
422782,"2014-07-01","""FGDC""",2748,20,855,20
422808,"2011-12-01","""FGDC""",1887,3,167,3
422809,"2011-10-01","""FGDC""",33,3,12,3
422822,"2012-10-01","""FGDC""",1528,8,164,8
422843,"2012-09-01","""ISO""",,0,,0
422844,"2013-07-01","""FGDC""",,0,,0
422851,"1998-07-01","""FGDC""",650,15,1053,15
422861,"2012-06-01","""FGDC""",6,3,30,3
422879,"","""ISO""",29,1,,0
422886,"","""ISO""",252,1,,0
422895,"2005-12-01","""FGDC""",1887,3,167,3
422911,"2014-03-01","""ISO""",,0,2,2
422929,"","""ISO""",144,1,,0
422930,"2002-01-01","""FGDC""",,0,,0
422964,"2012-02-01","""FGDC""",,0,6,1
422985,"2010-07-01","""FGDC""",1887,3,167,3
423009,"","""ISO""",29,1,,0
423031,"2006-11-01","""FGDC""",384,4,256,4
423037,"","""ISO""",6,1,,0
423046,"2013-08-01","""FGDC""",3770,5,228,5
423059,"1981-12-01","""FGDC""",1887,3,167,3
423070,"2015-04-01","""ISO""",18,1,54,1
423084,"","""ISO""",10,1,31,1
423093,"2002-01-01","""FGDC""",508,4,87,4
423095,"2013-06-01","""ISO""",41,1,22,1
423117,"2014-07-01","""FGDC""",1716,20,855,20
423123,"2014-11-01","""ISO""",137,1,,0
423146,"","""ISO""",1,1,,0
423169,"2013-05-01","""ISO""",,0,190,2
423171,"2015-08-01","""FGDC""",60,8,8,8
423180,"2010-12-01","""FGDC""",350,5,767,5
423182,"2004-12-01","""FGDC""",1905,3,167,3
423190,"2014-05-01","""ISO""",125,1,,0
423198,"","""ISO""",,0,,0
423210,"2014-07-01","""FGDC""",748,4,346,4
423234,"2015-08-01","""FGDC""",1204,7,171,7
423239,"","""ISO""",,0,,0
423259,"","""ISO""",29,1,,0
423267,"2007-01-01","""ISO""",,0,134,2
423270,"2015-02-01","""FGDC""",,0,,0
423271,"2014-03-01","""ISO""",121,1,,0
423301,"2014-06-01","""ISO""",41,1,22,1
423304,"2012-09-01","""FGDC""",,0,,0
423320,"2015-10-01","""FGDC""",2905,5,158,5
423321,"2015-09-01","""ISO""",103,1,,0
423337,"","""ISO""",31,1,,0
423340,"","""ISO""",12,1,,0
423361,"2005-10-01","""FGDC""",1905,3,167,3
423362,"2015-10-01","""FGDC""",2905,5,158,5
423388,"2008-06-01","""FGDC""",2040,3,167,3
423431,"2013-11-01","""ISO""",41,1,22,1
423447,"2015-02-01","""FGDC""",44,16,164,16
423457,"2008-04-01","""FGDC""",440,5,9,5
423499,"2012-11-01","""ISO""",,0,68,2
423502,"2014-11-01","""FGDC""",38,2,11,2
423524,"2012-10-01","""FGDC""",9,3,105,3
423547,"2012-09-01","""ISO""",,0,,0
423564,"2014-10-01","""ISO""",4,1,,0
423590,"2014-12-01","""ISO""",287,1,,0
423606,"2015-07-01","""FGDC""",52,4,4,4
423640,"1993-10-01","""FGDC""",1887,3,167,3
423641,"2011-12-01","""FGDC""",2728,12,2631,12
423657,"2015-06-01","""FGDC""",51,3,272,3
423659,"2004-02-01","""FGDC""",92,16,108,16
423672,"2014-03-01","""ISO""",121,1,,0
423678,"2012-02-01","""FGDC""",180,5,21,5
423680,"","""ISO""",,0,,0
423705,"","""ISO""",,0,,0
423708,"2015-08-01","""ISO""",11,1,,0
423709,"2015-05-01","""FGDC""",3199,21,387,21
423710,"2009-03-01","""ISO""",,0,158,2
423718,"2014-06-01","""ISO""",136,1,,0
423740,"2015-01-01","""FGDC""",,0,,0
423752,"2005-05-01","""FGDC""",840,24,1512,24
423764,"2006-09-01","""FGDC""",640,5,172,5
423774,"2014-05-01","""FGDC""",1887,3,167,3
423775,"","""ISO""",65,1,,0
423787,"2002-09-01","""FGDC""",3955,5,273,5
423812,"2012-08-01","""FGDC""",24,12,,0
423829,"2014-07-01","""FGDC""",296,4,284,4
423840,"2003-10-01","""FGDC""",350,5,730,5
423852,"2012-11-01","""FGDC""",1887,3,167,3
423876,"2012-12-01","""ISO""",,0,2,2
423899,"2011-11-01","""FGDC""",720,6,79,6
423909,"2010-01-01","""FGDC""",350,5,891,5
423929,"2012-06-01","""FGDC""",1887,3,167,3
423953,"2015-10-01","""FGDC""",2905,5,158,5
423975,"2015-05-01","""ISO""",18,1,54,1
423982,"2014-01-01","""FGDC""",,0,,0
423985,"2014-09-01","""ISO""",27,1,,0
423986,"","""ISO""",63,1,,0
423997,"2015-10-01","""FGDC""",2905,5,158,5
424001,"2010-12-01","""ISO""",,0,346,2
424014,"","""ISO""",1,1,,0
424024,"2015-10-01","""FGDC""",2905,5,158,5
424027,"2014-09-01","""ISO""",51,1,,0
424044,"","""ISO""",29,1,,0
424052,"2015-02-01","""FGDC""",115,5,82,5
424055,"2012-06-01","""FGDC""",123,3,309,3
424070,"2012-09-01","""FGDC""",,0,,0
424098,"2009-01-01","""FGDC""",1887,3,167,3
424113,"2014-11-01","""ISO""",7,1,,0
424116,"2012-09-01","""ISO""",,0,,0
424117,"2007-08-01","""FGDC""",1905,3,167,3
424154,"2015-10-01","""FGDC""",2905,5,158,5
424159,"2010-07-01","""FGDC""",6,3,,0
424169,"2015-02-01","""FGDC""",108,6,246,6
424188,"2014-09-01","""ISO""",,0,136,2
424229,"2006-04-01","""FGDC""",76,16,1040,16
424239,"2010-08-01","""FGDC""",60,1,,0
424243,"2012-09-01","""FGDC""",,0,,0
424253,"2015-04-01","""ISO""",18,1,54,1
424274,"2011-07-01","""FGDC""",610,10,428,10
424308,"2010-07-01","""FGDC""",620,10,392,10
424329,"","""ISO""",284,1,,0
424359,"2014-03-01","""ISO""",121,1,,0
424370,"2015-01-01","""FGDC""",1814,2,63,2
424375,"2014-12-01","""FGDC""",1145,10,900,10
424376,"2015-08-01","""ISO""",38,1,,0
424403,"2015-09-01","""FGDC""",1204,7,171,7
424412,"2012-10-01","""ISO""",,0,40,2
424417,"","""ISO""",,0,,0
424424,"2010-06-01","""FGDC""",324,6,138,6
424430,"2011-10-01","""FGDC""",1887,3,167,3
424432,"2005-02-01","""FGDC""",1905,3,167,3
424462,"2015-10-01","""FGDC""",2905,5,158,5
424466,"2003-07-01","""FGDC""",12,6,25,6
424469,"2014-11-01","""FGDC""",38,2,11,2
424470,"2014-04-01","""FGDC""",1576,20,1455,20
424526,"2015-06-01","""ISO""",,0,,0
424535,"2012-09-01","""ISO""",,0,,0
424543,"2008-07-01","""FGDC""",620,10,386,10
424558,"2010-03-01","""ISO""",,0,190,2
424621,"2015-10-01","""FGDC""",2905,5,158,5
424630,"2007-03-01","""FGDC""",308,16,252,16
424646,"2012-03-01","""FGDC""",300,5,21,5
424650,"2012-02-01","""ISO""",,0,42,2
424653,"2004-09-01","""FGDC""",1905,3,167,3
424657,"2009-12-01","""FGDC""",378,3,80,3
424668,"","""ISO""",511,1,,0
424702,"2015-08-01","""FGDC""",144,12,12,12
424705,"2014-06-01","""ISO""",63,1,,0
424710,"2015-07-01","""FGDC""",144,12,12,12
424718,"2010-05-01","""FGDC""",516,6,210,6
424721,"2007-07-01","""FGDC""",24,12,,0
424787,"2008-10-01","""FGDC""",16,8,596,8
424801,"","""ISO""",32,1,,0
424811,"2014-12-01","""ISO""",,0,17,1
424825,"2009-10-01","""FGDC""",630,15,564,15
424826,"9999-01-01","""ISO""",,0,,0
424829,"2013-02-01","""FGDC""",1887,3,167,3
424879,"2013-06-01","""ISO""",41,1,22,1
424892,"2012-06-01","""ISO""",,0,44,2
424953,"2015-10-01","""FGDC""",2905,5,158,5
424987,"1980-11-01","""FGDC""",1887,3,167,3
425000,"2014-06-01","""ISO""",41,1,22,1
425008,"2011-10-01","""FGDC""",310,10,42,10
425034,"1998-10-01","""FGDC""",1887,3,167,3
425076,"2012-02-01","""FGDC""",1235,5,21,5
425083,"2015-05-01","""FGDC""",2064,3,167,3
425173,"2010-11-01","""FGDC""",1887,3,167,3
425187,"","""ISO""",,0,,0
425192,"2015-01-01","""FGDC""",,0,,0
425202,"1998-07-01","""ISO""",,0,16,2
425245,"2010-04-01","""FGDC""",316,16,620,16
425272,"2006-10-01","""ISO""",,0,80,2
425282,"2015-08-01","""ISO""",6,1,,0
425290,"","""ISO""",32,1,,0
425302,"2006-11-01","""FGDC""",1905,3,167,3
425308,"2010-06-01","""FGDC""",8,4,,0
425317,"1999-12-01","""FGDC""",1887,3,167,3
425331,"2015-08-01","""ISO""",6,1,,0
425347,"2013-07-01","""FGDC""",1108,16,684,16
425367,"2011-07-01","""FGDC""",495,5,5,5
425384,"","""ISO""",32,1,,0
425392,"2012-12-01","""ISO""",,0,132,2
425395,"2013-09-01","""FGDC""",,0,1,1
425399,"2012-09-01","""FGDC""",,0,,0
425403,"2011-11-01","""FGDC""",1887,3,167,3
425406,"2014-03-01","""ISO""",121,1,,0
425416,"","""ISO""",,0,,0
425430,"2007-01-01","""ISO""",,0,176,2
425432,"2012-09-01","""ISO""",,0,,0
425437,"2014-09-01","""ISO""",58,1,,0
425469,"2015-04-01","""FGDC""",265,10,388,10
425480,"2008-04-01","""ISO""",,0,158,2
425484,"2014-03-01","""FGDC""",3920,20,620,20
425508,"","""ISO""",,0,,0
425537,"2015-02-01","""FGDC""",888,36,2646,36
425546,"2001-07-01","""FGDC""",1905,3,167,3
425549,"2011-03-01","""ISO""",,0,138,2
425554,"2011-12-01","""FGDC""",400,20,360,20
425567,"2003-02-01","""ISO""",,0,,0
425578,"2012-03-01","""FGDC""",70,2,20,2
425581,"2013-02-01","""FGDC""",3240,25,260,25
425622,"2014-09-01","""FGDC""",465,5,14,5
425640,"2007-09-01","""FGDC""",350,5,891,5
425646,"2010-10-01","""ISO""",,0,,0
425652,"2013-04-01","""FGDC""",,0,,0
425659,"","""ISO""",,0,,0
425663,"2015-07-01","""FGDC""",,0,,0
425679,"2013-06-01","""ISO""",41,1,22,1
425699,"2015-08-01","""FGDC""",120,12,12,12
425705,"2011-01-01","""FGDC""",685,10,526,10
425714,"2012-07-01","""FGDC""",18,9,105,9
425728,"2015-01-01","""ISO""",379,1,,0
425731,"2015-06-01","""FGDC""",4986,42,6860,42
425735,"2010-04-01","""FGDC""",316,16,620,16
425737,"2007-03-01","""FGDC""",724,12,246,12
425747,"2006-01-01","""FGDC""",152,6,81,6
425752,"2014-05-01","""ISO""",104,1,,0
425864,"2014-10-01","""ISO""",3,1,,0
425881,"2015-10-01","""FGDC""",2905,5,158,5
425895,"2004-11-01","""FGDC""",1736,8,122,8
425917,"1978-09-01","""FGDC""",1887,3,167,3
425936,"","""ISO""",157,1,,0
425940,"2015-10-01","""FGDC""",,0,,0
425951,"2014-06-01","""FGDC""",510,4,198,4
425961,"2015-01-01","""ISO""",45,1,,0
425966,"2009-03-01","""FGDC""",144,4,471,4
425987,"2008-01-01","""FGDC""",2770,8,16,8
426011,"2007-02-01","""FGDC""",216,12,56,12
426073,"2012-09-01","""FGDC""",,0,,0
426082,"","""ISO""",,0,,0
426087,"","""ISO""",30,1,,0
426116,"2014-05-01","""ISO""",23,1,,0
426152,"2011-02-01","""FGDC""",2170,45,2016,45
426157,"2015-05-01","""ISO""",18,1,54,1
426175,"2010-03-01","""ISO""",,0,70,2
426182,"2007-04-01","""FGDC""",1929,6,92,6
426239,"2015-07-01","""FGDC""",3618,30,3070,30
426243,"2011-12-01","""ISO""",,0,60,2
426266,"","""ISO""",,0,,0
426290,"2013-10-01","""FGDC""",,0,,0
426327,"2007-04-01","""FGDC""",128,2,37,2
426344,"2014-12-01","""FGDC""",1848,12,711,12
426374,"","""ISO""",33,1,,0
426412,"9999-01-01","""ISO""",,0,,0
426436,"2015-09-01","""FGDC""",123,3,309,3
426465,"2008-07-01","""ISO""",,0,66,2
426485,"2010-04-01","""FGDC""",316,16,620,16
426490,"2012-09-01","""FGDC""",,0,,0
426497,"2008-06-01","""FGDC""",144,4,384,4
426550,"2006-01-01","""FGDC""",1160,8,790,8
426558,"2012-09-01","""ISO""",,0,,0
426597,"2013-03-01","""ISO""",,0,,0
426609,"2007-08-01","""FGDC""",68,2,21,2
426612,"2009-03-01","""ISO""",,0,80,2
426622,"","""ISO""",414,1,,0
426640,"2014-09-01","""ISO""",,0,168,2
426646,"2013-12-01","""FGDC""",,0,,0
426654,"2009-06-01","""FGDC""",1404,4,196,4
426676,"","""ISO""",5,1,,0
426691,"","""ISO""",425,1,,0
426692,"","""ISO""",9,1,,0
426721,"","""ISO""",421,1,,0
426722,"2013-07-01","""FGDC""",,0,,0
426727,"2011-07-01","""FGDC""",146,2,244,2
426739,"1997-11-01","""FGDC""",1887,3,167,3
426755,"2007-07-01","""FGDC""",428,6,48,6
426785,"2015-10-01","""FGDC""",2905,5,158,5
426804,"2012-09-01","""ISO""",,0,,0
426854,"2015-02-01","""FGDC""",115,5,82,5
426861,"","""ISO""",,0,,0
426864,"2012-07-01","""ISO""",,0,,0
426877,"2013-11-01","""ISO""",41,1,22,1
426910,"2013-11-01","""ISO""",41,1,22,1
426919,"2011-05-01","""FGDC""",610,10,428,10
426920,"2008-08-01","""FGDC""",620,10,386,10
426950,"2014-05-01","""ISO""",15,1,,0
426960,"","""ISO""",,0,,0
426964,"2010-08-01","""FGDC""",356,36,1395,36
426970,"","""ISO""",78,1,,0
426999,"2015-06-01","""ISO""",4,1,,0
427015,"","""ISO""",,0,,0
427026,"2003-11-01","""ISO""",,0,466,2
427051,"2015-01-01","""FGDC""",3218,2,40,2
427066,"2015-10-01","""FGDC""",2905,5,158,5
427115,"2015-08-01","""FGDC""",120,12,12,12
427123,"2015-09-01","""FGDC""",16,12,12,12
427124,"2013-08-01","""FGDC""",484,2,13,2
427162,"","""ISO""",1,1,2,1
427168,"2010-11-01","""FGDC""",10,5,,0
427178,"2014-12-01","""FGDC""",345,10,580,10
427199,"2012-06-01","""ISO""",,0,,0
427214,"","""ISO""",144,1,,0
427299,"2015-07-01","""FGDC""",864,4,58,4
427300,"2015-06-01","""ISO""",,0,2,2
427301,"2012-09-01","""FGDC""",,0,,0
427305,"2014-07-01","""FGDC""",1510,5,291,5
427318,"2004-09-01","""FGDC""",40,2,,0
427350,"","""ISO""",,0,,0
427360,"2015-04-01","""FGDC""",,0,,0
427363,"2015-01-01","""FGDC""",1796,2,63,2
427366,"2012-09-01","""ISO""",,0,,0
427378,"1998-07-01","""FGDC""",650,15,1053,15
427381,"2015-06-01","""ISO""",3,1,,0
427390,"2012-02-01","""FGDC""",120,5,21,5
427403,"2008-08-01","""FGDC""",620,10,388,10
427445,"","""ISO""",,0,,0
427459,"2013-06-01","""ISO""",,0,,0
427464,"1979-11-01","""FGDC""",1887,3,167,3
427470,"2014-05-01","""FGDC""",1775,10,156,10
427473,"","""ISO""",,0,,0
427482,"2011-11-01","""FGDC""",1624,16,496,16
427514,"","""ISO""",,0,,0
427587,"2015-10-01","""FGDC""",2905,5,158,5
427597,"2008-11-01","""FGDC""",388,4,282,4
427619,"2009-02-01","""FGDC""",565,15,441,15
427620,"9999-01-01","""ISO""",,0,,0
427624,"2006-11-01","""FGDC""",1905,3,167,3
427642,"2015-08-01","""ISO""",36,1,,0
427643,"2015-08-01","""FGDC""",288,12,12,12
427653,"2004-05-01","""FGDC""",485,15,384,15
427672,"2015-10-01","""FGDC""",5,5,5,5
427683,"2011-11-01","""FGDC""",78,6,65,6
427687,"2015-09-01","""FGDC""",153,6,350,6
427718,"2015-07-01","""ISO""",13,1,,0
427735,"2015-10-01","""FGDC""",,0,,0
427749,"2014-06-01","""ISO""",69,3,,0
427770,"","""ISO""",434,1,,0
427829,"1998-07-01","""ISO""",,0,,0
427830,"2010-12-01","""FGDC""",8,4,,0
427833,"2013-08-01","""FGDC""",2115,3,167,3
427877,"2015-02-01","""FGDC""",992,12,441,12
427878,"2012-09-01","""FGDC""",,0,,0
427973,"2015-08-01","""ISO""",172,1,,0
427985,"2015-03-01","""ISO""",,0,4,1
427994,"2015-05-01","""ISO""",18,1,54,1
428014,"","""ISO""",,0,,0
428024,"2011-07-01","""FGDC""",2317,21,267,21
428038,"2015-10-01","""FGDC""",2905,5,158,5
428042,"2009-11-01","""FGDC""",1800,15,567,15
428053,"1998-07-01","""FGDC""",475,10,702,10
428062,"","""ISO""",1,1,,0
428072,"2013-03-01","""FGDC""",,0,,0
428094,"2015-06-01","""FGDC""",1255,50,1010,50
428101,"2015-10-01","""FGDC""",2905,5,158,5
428108,"2004-10-01","""FGDC""",956,4,9,4
428134,"","""ISO""",29,1,,0
428139,"2012-09-01","""FGDC""",,0,,0
428157,"2014-06-01","""ISO""",84,1,,0
428163,"2009-08-01","""FGDC""",920,40,4180,40
428164,"9999-01-01","""ISO""",,0,,0
428174,"2015-10-01","""FGDC""",1887,3,167,3
428176,"2013-04-01","""FGDC""",,0,,0
428180,"2012-09-01","""FGDC""",,0,,0
428198,"2014-06-01","""FGDC""",,0,,0
428206,"","""ISO""",59,1,,0
428219,"2002-04-01","""FGDC""",4,4,213,4
428220,"2015-04-01","""ISO""",,0,,0
428234,"2015-10-01","""FGDC""",2905,5,158,5
428264,"2005-05-01","""FGDC""",34,1,,0
428265,"2014-05-01","""ISO""",15,1,,0
428267,"2011-10-01","""FGDC""",2,1,,0
428270,"2010-12-01","""FGDC""",976,4,281,4
428281,"2015-08-01","""FGDC""",4,4,4,4
428299,"","""ISO""",12,1,,0
428304,"2014-12-01","""FGDC""",345,10,580,10
428314,"2010-03-01","""FGDC""",2,1,,0
428325,"2014-09-01","""ISO""",87,1,,0
428328,"2015-10-01","""FGDC""",2905,5,158,5
428365,"2012-09-01","""ISO""",,0,,0
428424,"2014-03-01","""ISO""",121,1,,0
428436,"2009-10-01","""FGDC""",789,6,234,6
428447,"","""ISO""",18,1,,0
428450,"2015-07-01","""FGDC""",4,4,4,4
428452,"2008-04-01","""FGDC""",729,3,85,3
428460,"2012-09-01","""ISO""",,0,,0
428470,"2015-10-01","""FGDC""",480,2,172,2
428476,"2015-07-01","""FGDC""",24,4,4,4
428513,"2015-05-01","""FGDC""",2643,3,182,3
428522,"9999-01-01","""ISO""",,0,,0
428532,"2007-09-01","""FGDC""",352,6,2460,6
428540,"2014-03-01","""ISO""",121,1,,0
428554,"2005-11-01","""FGDC""",1887,3,167,3
428557,"2005-09-01","""FGDC""",348,8,430,8
428564,"2014-09-01","""FGDC""",1324,12,372,12
428570,"2015-05-01","""ISO""",,0,112,2
428588,"2012-09-01","""ISO""",,0,,0
428594,"2011-01-01","""ISO""",,0,,0
428652,"2012-06-01","""ISO""",,0,44,2
428678,"2011-12-01","""FGDC""",625,30,540,30
428701,"2012-09-01","""ISO""",,0,,0
428705,"2012-09-01","""FGDC""",,0,,0
428706,"2009-12-01","""FGDC""",1887,3,167,3
428718,"2015-03-01","""FGDC""",,0,,0
428754,"2015-08-01","""ISO""",7,1,,0
428755,"2007-12-01","""FGDC""",1905,3,167,3
428758,"","""ISO""",66,1,,0
428776,"2015-10-01","""FGDC""",2905,5,158,5
428778,"2015-03-01","""ISO""",3,1,,0
428785,"2014-08-01","""ISO""",,0,,0
428800,"2007-08-01","""FGDC""",372,16,276,16
428847,"1998-08-01","""FGDC""",786,132,770,132
428851,"2013-11-01","""ISO""",41,1,22,1
428853,"2011-03-01","""FGDC""",2880,24,2478,24
428860,"2004-11-01","""FGDC""",98,4,34,4
428869,"","""ISO""",,0,,0
428871,"2005-10-01","""FGDC""",225,5,89,5
428874,"9999-01-01","""ISO""",,0,,0
428897,"2015-04-01","""FGDC""",,0,,0
428918,"","""ISO""",,0,,0
428921,"2014-12-01","""FGDC""",350,10,624,10
428926,"2007-08-01","""FGDC""",3356,2,69,2
428927,"2015-09-01","""FGDC""",420,16,332,16
428942,"2011-07-01","""FGDC""",146,2,256,2
428946,"2015-03-01","""FGDC""",288,12,296,12
429051,"2010-04-01","""FGDC""",324,20,775,20
429054,"2015-10-01","""FGDC""",2905,5,158,5
429078,"1998-09-01","""FGDC""",1887,3,167,3
429085,"2005-12-01","""FGDC""",1887,3,167,3
429110,"2012-10-01","""ISO""",,0,28,2
429125,"2011-10-01","""FGDC""",33,3,12,3
429137,"2010-05-01","""FGDC""",68,6,213,6
429153,"1983-12-01","""FGDC""",1887,3,167,3
429164,"2013-10-01","""FGDC""",,0,,0
429183,"2015-10-01","""FGDC""",5,5,5,5
429196,"2014-08-01","""FGDC""",,0,,0
429229,"","""ISO""",1,1,4,1
429233,"2013-04-01","""FGDC""",,0,,0
429254,"2012-09-01","""ISO""",,0,,0
429262,"2014-02-01","""ISO""",,0,10,1
429280,"2015-10-01","""FGDC""",2905,5,158,5
429288,"2013-05-01","""FGDC""",960,24,762,24
429301,"","""ISO""",29,1,,0
429332,"2005-05-01","""FGDC""",2268,3,167,3
429338,"2012-06-01","""ISO""",,0,,0
429364,"2009-11-01","""FGDC""",1887,3,167,3
429372,"2010-12-01","""FGDC""",1887,3,167,3
429381,"2012-09-01","""FGDC""",,0,,0
429415,"2014-05-01","""ISO""",104,1,,0
429499,"2014-03-01","""ISO""",121,1,,0
429502,"2015-07-01","""ISO""",5,1,,0
429532,"2011-10-01","""FGDC""",625,15,162,15
429547,"2012-06-01","""ISO""",,0,,0
429571,"2015-10-01","""FGDC""",2905,5,158,5
429611,"1981-12-01","""FGDC""",1887,3,167,3
429637,"2015-07-01","""FGDC""",154,7,67,7
429651,"2015-08-01","""FGDC""",420,16,332,16
429659,"2014-12-01","""FGDC""",345,10,580,10
429665,"2012-02-01","""FGDC""",500,5,21,5
429671,"2015-03-01","""ISO""",22,1,,0
429682,"2014-10-01","""FGDC""",,0,,0
429698,"2011-10-01","""FGDC""",7032,100,31425,100
429700,"2011-07-01","""FGDC""",610,10,414,10
429707,"","""ISO""",,0,,0
429720,"2008-11-01","""FGDC""",350,5,891,5
429739,"2008-04-01","""FGDC""",,0,,0
429784,"2014-09-01","""ISO""",,0,24,2
429813,"2008-06-01","""FGDC""",1887,3,167,3
429814,"","""ISO""",41,1,,0
429816,"2012-02-01","""FGDC""",6115,5,21,5
429829,"2001-12-01","""FGDC""",1255,20,780,20
429856,"2014-05-01","""ISO""",142,1,,0
429880,"2013-12-01","""FGDC""",1887,3,167,3
429918,"2011-07-01","""FGDC""",146,2,244,2
429992,"","""ISO""",,0,,0
430014,"2014-05-01","""ISO""",23,1,,0
430025,"2011-11-01","""FGDC""",1248,12,360,12
430056,"2015-10-01","""FGDC""",2905,5,158,5
430079,"2011-12-01","""FGDC""",33,3,42,3
430084,"2011-04-01","""FGDC""",615,10,382,10
430091,"2011-01-01","""FGDC""",690,10,526,10
430099,"2009-05-01","""FGDC""",129,6,618,6
430121,"2015-10-01","""FGDC""",2905,5,158,5
430131,"2015-05-01","""ISO""",121,1,,0
430148,"2008-04-01","""FGDC""",1905,3,167,3
430159,"2012-09-01","""FGDC""",,0,,0
430168,"2012-11-01","""FGDC""",852,18,438,18
430178,"2015-05-01","""ISO""",18,1,54,1
430192,"2014-01-01","""FGDC""",2940,25,250,25
430203,"2015-05-01","""ISO""",18,1,54,1
430205,"2004-05-01","""FGDC""",72,10,375,10
430223,"2012-02-01","""FGDC""",1482,6,53,6
430232,"2014-03-01","""ISO""",121,1,,0
430234,"2007-05-01","""FGDC""",480,15,318,15
430248,"2014-06-01","""ISO""",41,1,,0
430276,"2015-04-01","""FGDC""",156,3,85,3
430297,"2012-03-01","""FGDC""",1887,3,167,3
430326,"1997-10-01","""FGDC""",1887,3,167,3
430332,"2015-08-01","""FGDC""",1204,7,171,7
430333,"2012-08-01","""FGDC""",2115,3,167,3
430334,"","""ISO""",,0,,0
430359,"","""ISO""",,0,,0
430365,"2014-12-01","""FGDC""",1485,5,592,5
430376,"2015-07-01","""FGDC""",1920,8,290,8
430396,"2014-07-01","""ISO""",12,1,,0
430398,"2010-08-01","""FGDC""",620,10,324,10
430405,"2008-07-01","""ISO""",,0,48,2
430414,"2008-09-01","""FGDC""",620,10,348,10
430433,"2013-11-01","""ISO""",41,1,22,1
430442,"2000-07-01","""ISO""",,0,78,2
430444,"2015-02-01","""FGDC""",848,4,489,4
430498,"","""ISO""",1,1,,0
430526,"2015-03-01","""ISO""",16,1,,0
430538,"2013-06-01","""ISO""",41,1,22,1
430565,"2015-10-01","""FGDC""",2905,5,158,5
430608,"2013-11-01","""ISO""",12,1,10,1
430621,"2014-12-01","""FGDC""",935,10,838,10
430652,"1998-07-01","""FGDC""",650,15,1053,15
430667,"2011-08-01","""FGDC""",615,10,532,10
430676,"2015-04-01","""ISO""",433,2,162,2
430690,"9999-01-01","""ISO""",,0,8,2
430735,"2014-03-01","""ISO""",,0,2,2
430736,"2011-07-01","""FGDC""",146,2,256,2
430762,"","""ISO""",,0,,0
430773,"2015-10-01","""FGDC""",,0,,0
430778,"","""ISO""",113,1,,0
430792,"2011-01-01","""FGDC""",600,10,414,10
430793,"2015-08-01","""FGDC""",52,4,4,4
430804,"2011-09-01","""FGDC""",,0,,0
430805,"2010-03-01","""FGDC""",1184,8,354,8
430806,"","""ISO""",,0,,0
430841,"2007-07-01","""FGDC""",732,6,366,6
430843,"","""ISO""",29,1,,0
